Date,Fight Link,Event Link,Fight Number,Round,Fighter 1,Fighter 2,Fighter 1 Link,Fighter 2 Link,Fighter 1 TD,Fighter 2 TD,Fighter 1 Sub Att,Fighter 2 Sub Att,Fighter 1 Rev,Fighter 2 Rev,Fighter 1 Ctrl,Fighter 2 Ctrl,Fighter 1 KD,Fighter 2 KD,Fighter 1 Total SS,Fighter 2 Total SS,Fighter 1 Head SS,Fighter 2 Head SS,Fighter 1 Body SS,Fighter 2 Body SS,Fighter 1 Leg SS,Fighter 2 Leg SS,Fighter 1 Distance SS,Fighter 2 Distance SS,Fighter 1 Clinch SS,Fighter 2 Clinch SS,Fighter 1 Ground SS,Fighter 2 Ground SS
2018-07-14,http://ufcstats.com/fight-details/7fe2b6a9fc4748fa,http://ufcstats.com/event-details/b45d6b73f4ca4467,1,1,Jessica Aguilar,Jodie Esquibel,http://ufcstats.com/fighter-details/8f382b3baa954d2a,http://ufcstats.com/fighter-details/411539901068522f,0 of 2,0 of 0,0,0,0,0,1:13,0:58,0,0,34 of 44,14 of 43,13 of 21,9 of 33,15 of 17,5 of 10,6 of 6,0 of 0,14 of 23,11 of 39,20 of 21,3 of 4,0 of 0,0 of 0
2018-07-14,http://ufcstats.com/fight-details/7fe2b6a9fc4748fa,http://ufcstats.com/event-details/b45d6b73f4ca4467,1,2,Jessica Aguilar,Jodie Esquibel,http://ufcstats.com/fighter-details/8f382b3baa954d2a,http://ufcstats.com/fighter-details/411539901068522f,0 of 1,0 of 1,0,0,0,0,0:00,0:09,0,0,37 of 68,29 of 69,28 of 57,18 of 55,9 of 11,11 of 14,0 of 0,0 of 0,29 of 59,28 of 67,8 of 9,1 of 2,0 of 0,0 of 0
2018-07-14,http://ufcstats.com/fight-details/7fe2b6a9fc4748fa,http://ufcstats.com/event-details/b45d6b73f4ca4467,1,3,Jessica Aguilar,Jodie Esquibel,http://ufcstats.com/fighter-details/8f382b3baa954d2a,http://ufcstats.com/fighter-details/411539901068522f,0 of 3,0 of 1,0,0,0,0,0:21,0:20,0,0,57 of 87,38 of 78,42 of 72,27 of 64,8 of 8,11 of 14,7 of 7,0 of 0,42 of 69,34 of 72,15 of 18,4 of 6,0 of 0,0 of 0
2018-07-07,http://ufcstats.com/fight-details/fccedc456048216b,http://ufcstats.com/event-details/35585d970300d45a,11,1,Stipe Miocic,Daniel Cormier,http://ufcstats.com/fighter-details/d28dee5c705991df,http://ufcstats.com/fighter-details/d967f0128c323de6,1 of 1,0 of 0,0,0,0,0,1:21,0:06,0,1,24 of 51,25 of 37,15 of 41,20 of 30,6 of 7,1 of 1,3 of 3,4 of 6,19 of 42,19 of 31,5 of 9,2 of 2,0 of 0,4 of 4
2018-07-07,http://ufcstats.com/fight-details/9bd9a8127b55fbf7,http://ufcstats.com/event-details/35585d970300d45a,10,1,Francis Ngannou,Derrick Lewis,http://ufcstats.com/fighter-details/8d03ce87ca14e778,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,0 of 0,0 of 0,0,0,0,0,0:00,0:00,0,0,1 of 7,5 of 15,1 of 6,1 of 9,0 of 1,3 of 5,0 of 0,1 of 1,1 of 7,5 of 15,0 of 0,0 of 0,0 of 0,0 of 0
2018-07-07,http://ufcstats.com/fight-details/9bd9a8127b55fbf7,http://ufcstats.com/event-details/35585d970300d45a,10,2,Francis Ngannou,Derrick Lewis,http://ufcstats.com/fighter-details/8d03ce87ca14e778,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,0 of 0,0 of 1,0,0,0,0,0:00,0:00,0,0,6 of 18,4 of 15,5 of 17,0 of 9,1 of 1,3 of 5,0 of 0,1 of 1,5 of 16,4 of 15,1 of 2,0 of 0,0 of 0,0 of 0
2018-07-07,http://ufcstats.com/fight-details/9bd9a8127b55fbf7,http://ufcstats.com/event-details/35585d970300d45a,10,3,Francis Ngannou,Derrick Lewis,http://ufcstats.com/fighter-details/8d03ce87ca14e778,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,0 of 0,0 of 1,0,0,0,0,0:00,0:01,0,0,4 of 21,11 of 24,1 of 16,0 of 8,2 of 4,5 of 8,1 of 1,6 of 8,3 of 20,9 of 22,1 of 1,2 of 2,0 of 0,0 of 0
2018-07-07,http://ufcstats.com/fight-details/7a3947a0e7bc3558,http://ufcstats.com/event-details/35585d970300d45a,9,1,Paul Felder,Mike Perry,http://ufcstats.com/fighter-details/e5010b1b94ca5755,http://ufcstats.com/fighter-details/f2b6fdb20675b11c,0 of 1,0 of 0,0,0,0,0,0:45,0:21,0,0,22 of 41,23 of 44,11 of 27,11 of 30,5 of 7,6 of 8,6 of 7,6 of 6,19 of 37,15 of 32,3 of 4,8 of 12,0 of 0,0 of 0
2018-07-07,http://ufcstats.com/fight-details/7a3947a0e7bc3558,http://ufcstats.com/event-details/35585d970300d45a,9,2,Paul Felder,Mike Perry,http://ufcstats.com/fighter-details/e5010b1b94ca5755,http://ufcstats.com/fighter-details/f2b6fdb20675b11c,0 of 0,2 of 2,0,0,0,0,0:00,1:41,0,0,12 of 34,17 of 22,6 of 20,10 of 15,2 of 7,6 of 6,4 of 7,1 of 1,11 of 32,9 of 14,1 of 2,5 of 5,0 of 0,3 of 3
2018-07-07,http://ufcstats.com/fight-details/7a3947a0e7bc3558,http://ufcstats.com/event-details/35585d970300d45a,9,3,Paul Felder,Mike Perry,http://ufcstats.com/fighter-details/e5010b1b94ca5755,http://ufcstats.com/fighter-details/f2b6fdb20675b11c,0 of 0,0 of 1,0,0,0,0,0:00,0:58,0,0,22 of 45,22 of 44,10 of 32,13 of 33,9 of 10,3 of 4,3 of 3,6 of 7,18 of 41,18 of 40,3 of 3,4 of 4,1 of 1,0 of 0
2018-07-07,http://ufcstats.com/fight-details/d3f26e0fbf694375,http://ufcstats.com/event-details/35585d970300d45a,8,1,Michael Chiesa,Anthony Pettis,http://ufcstats.com/fighter-details/c58f51dedb310998,http://ufcstats.com/fighter-details/cbb682f5fcc44bfc,2 of 6,0 of 0,0,0,0,0,2:10,0:57,0,0,11 of 24,7 of 17,4 of 17,2 of 10,6 of 6,3 of 4,1 of 1,2 of 3,7 of 19,5 of 14,3 of 3,1 of 1,1 of 2,1 of 2
2018-07-07,http://ufcstats.com/fight-details/d3f26e0fbf694375,http://ufcstats.com/event-details/35585d970300d45a,8,2,Michael Chiesa,Anthony Pettis,http://ufcstats.com/fighter-details/c58f51dedb310998,http://ufcstats.com/fighter-details/cbb682f5fcc44bfc,0 of 0,0 of 0,0,2,0,0,0:29,0:06,0,0,1 of 2,2 of 5,0 of 0,1 of 3,1 of 1,1 of 2,0 of 1,0 of 0,1 of 2,2 of 5,0 of 0,0 of 0,0 of 0,0 of 0
2018-07-07,http://ufcstats.com/fight-details/55bd050afe169b34,http://ufcstats.com/event-details/35585d970300d45a,7,1,Gokhan Saki,Khalil Rountree Jr.,http://ufcstats.com/fighter-details/4690d47bf725fd98,http://ufcstats.com/fighter-details/749f572d1d3161fb,0 of 0,0 of 0,0,0,0,0,0:00,0:05,0,1,5 of 11,9 of 17,2 of 7,9 of 17,0 of 1,0 of 0,3 of 3,0 of 0,5 of 11,3 of 11,0 of 0,0 of 0,0 of 0,6 of 6
2018-07-07,http://ufcstats.com/fight-details/c9e4aa12aaa7309e,http://ufcstats.com/event-details/35585d970300d45a,6,1,Uriah Hall,Paulo Costa,http://ufcstats.com/fighter-details/65578a75fa7900e3,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,0 of 0,0 of 0,0,0,0,0,0:00,0:07,0,0,34 of 77,42 of 69,27 of 64,16 of 37,4 of 10,23 of 29,3 of 3,3 of 3,32 of 75,34 of 60,2 of 2,8 of 9,0 of 0,0 of 0
2018-07-07,http://ufcstats.com/fight-details/c9e4aa12aaa7309e,http://ufcstats.com/event-details/35585d970300d45a,6,2,Uriah Hall,Paulo Costa,http://ufcstats.com/fighter-details/65578a75fa7900e3,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,0 of 1,0 of 0,0,0,0,0,0:03,0:01,0,1,24 of 45,33 of 47,18 of 38,23 of 36,4 of 5,10 of 11,2 of 2,0 of 0,22 of 43,32 of 45,2 of 2,0 of 0,0 of 0,1 of 2
2018-07-07,http://ufcstats.com/fight-details/148c26038e80465b,http://ufcstats.com/event-details/35585d970300d45a,5,1,Raphael Assuncao,Rob Font,http://ufcstats.com/fighter-details/2f13e4020cea5b38,http://ufcstats.com/fighter-details/05339613bf8e9808,0 of 0,0 of 0,0,0,0,0,0:00,0:00,0,0,14 of 41,10 of 61,7 of 29,5 of 47,1 of 2,3 of 7,6 of 10,2 of 7,13 of 40,10 of 61,1 of 1,0 of 0,0 of 0,0 of 0
2018-07-07,http://ufcstats.com/fight-details/148c26038e80465b,http://ufcstats.com/event-details/35585d970300d45a,5,2,Raphael Assuncao,Rob Font,http://ufcstats.com/fighter-details/2f13e4020cea5b38,http://ufcstats.com/fighter-details/05339613bf8e9808,1 of 1,0 of 0,0,0,0,0,2:15,0:00,0,0,15 of 34,5 of 25,13 of 29,3 of 23,1 of 2,2 of 2,1 of 3,0 of 0,7 of 24,5 of 25,0 of 0,0 of 0,8 of 10,0 of 0
2018-07-07,http://ufcstats.com/fight-details/148c26038e80465b,http://ufcstats.com/event-details/35585d970300d45a,5,3,Raphael Assuncao,Rob Font,http://ufcstats.com/fighter-details/2f13e4020cea5b38,http://ufcstats.com/fighter-details/05339613bf8e9808,1 of 1,0 of 0,0,0,0,0,2:16,0:00,0,0,25 of 45,5 of 36,21 of 40,4 of 35,2 of 3,1 of 1,2 of 2,0 of 0,16 of 31,5 of 36,0 of 0,0 of 0,9 of 14,0 of 0
2018-07-07,http://ufcstats.com/fight-details/2817a6f9e09eb15f,http://ufcstats.com/event-details/35585d970300d45a,4,1,Lando Vannata,Drakkar Klose,http://ufcstats.com/fighter-details/f9b200db02b488d9,http://ufcstats.com/fighter-details/7cbf7c78d3b34218,0 of 2,0 of 1,0,0,0,0,0:38,0:57,0,0,19 of 49,21 of 29,8 of 30,9 of 15,5 of 12,5 of 6,6 of 7,7 of 8,13 of 38,10 of 16,6 of 11,11 of 13,0 of 0,0 of 0
2018-07-07,http://ufcstats.com/fight-details/2817a6f9e09eb15f,http://ufcstats.com/event-details/35585d970300d45a,4,2,Lando Vannata,Drakkar Klose,http://ufcstats.com/fighter-details/f9b200db02b488d9,http://ufcstats.com/fighter-details/7cbf7c78d3b34218,0 of 1,0 of 0,0,0,0,0,0:00,0:15,0,0,15 of 49,18 of 40,7 of 31,9 of 30,4 of 11,4 of 4,4 of 7,5 of 6,12 of 46,13 of 35,3 of 3,5 of 5,0 of 0,0 of 0
2018-07-07,http://ufcstats.com/fight-details/2817a6f9e09eb15f,http://ufcstats.com/event-details/35585d970300d45a,4,3,Lando Vannata,Drakkar Klose,http://ufcstats.com/fighter-details/f9b200db02b488d9,http://ufcstats.com/fighter-details/7cbf7c78d3b34218,1 of 1,1 of 3,0,0,0,0,0:22,2:06,0,0,16 of 35,16 of 29,3 of 19,11 of 23,6 of 7,0 of 0,7 of 9,5 of 6,12 of 30,13 of 26,4 of 5,3 of 3,0 of 0,0 of 0
2018-07-07,http://ufcstats.com/fight-details/9589b41c4637b057,http://ufcstats.com/event-details/35585d970300d45a,3,1,Curtis Millender,Max Griffin,http://ufcstats.com/fighter-details/f1928a52590c5532,http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d,0 of 0,1 of 1,0,0,0,0,0:00,3:00,0,0,9 of 15,14 of 31,2 of 7,12 of 27,5 of 5,0 of 1,2 of 3,2 of 3,9 of 15,5 of 20,0 of 0,0 of 0,0 of 0,9 of 11
2018-07-07,http://ufcstats.com/fight-details/9589b41c4637b057,http://ufcstats.com/event-details/35585d970300d45a,3,2,Curtis Millender,Max Griffin,http://ufcstats.com/fighter-details/f1928a52590c5532,http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d,1 of 1,0 of 0,0,0,0,0,0:19,0:00,0,0,10 of 33,15 of 32,6 of 25,6 of 20,3 of 5,4 of 7,1 of 3,5 of 5,8 of 30,15 of 32,0 of 1,0 of 0,2 of 2,0 of 0
2018-07-07,http://ufcstats.com/fight-details/9589b41c4637b057,http://ufcstats.com/event-details/35585d970300d45a,3,3,Curtis Millender,Max Griffin,http://ufcstats.com/fighter-details/f1928a52590c5532,http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d,0 of 0,0 of 1,0,0,0,0,0:00,1:17,0,0,19 of 46,15 of 36,15 of 39,10 of 28,2 of 5,3 of 6,2 of 2,2 of 2,16 of 41,14 of 33,3 of 5,1 of 3,0 of 0,0 of 0
2018-07-07,http://ufcstats.com/fight-details/bd97a96ac8203457,http://ufcstats.com/event-details/35585d970300d45a,2,1,Dan Hooker,Gilbert Burns,http://ufcstats.com/fighter-details/193b9d1858bc4df3,http://ufcstats.com/fighter-details/23024fdfc966410a,0 of 0,0 of 1,1,0,0,0,0:15,0:00,2,0,22 of 34,13 of 28,12 of 23,5 of 16,4 of 4,1 of 2,6 of 7,7 of 10,19 of 31,13 of 28,0 of 0,0 of 0,3 of 3,0 of 0
2018-07-07,http://ufcstats.com/fight-details/c931097a857ed60c,http://ufcstats.com/event-details/35585d970300d45a,1,1,Jamie Moyle,Emily Whitmire,http://ufcstats.com/fighter-details/882d62561063a927,http://ufcstats.com/fighter-details/b3d21b2610dcfaeb,0 of 0,0 of 0,0,0,0,0,0:00,0:00,0,0,17 of 39,19 of 78,4 of 22,9 of 65,6 of 9,5 of 8,7 of 8,5 of 5,17 of 39,19 of 76,0 of 0,0 of 2,0 of 0,0 of 0
2018-07-07,http://ufcstats.com/fight-details/c931097a857ed60c,http://ufcstats.com/event-details/35585d970300d45a,1,2,Jamie Moyle,Emily Whitmire,http://ufcstats.com/fighter-details/882d62561063a927,http://ufcstats.com/fighter-details/b3d21b2610dcfaeb,0 of 3,0 of 1,0,0,0,0,0:38,0:13,0,0,27 of 68,18 of 79,18 of 53,11 of 71,5 of 11,2 of 3,4 of 4,5 of 5,26 of 64,16 of 77,1 of 4,2 of 2,0 of 0,0 of 0
2018-07-07,http://ufcstats.com/fight-details/c931097a857ed60c,http://ufcstats.com/event-details/35585d970300d45a,1,3,Jamie Moyle,Emily Whitmire,http://ufcstats.com/fighter-details/882d62561063a927,http://ufcstats.com/fighter-details/b3d21b2610dcfaeb,0 of 0,1 of 1,0,0,0,0,0:00,4:41,0,0,6 of 10,16 of 26,2 of 6,13 of 23,2 of 2,2 of 2,2 of 2,1 of 1,4 of 7,5 of 11,0 of 0,0 of 0,2 of 3,11 of 15
2018-07-06,http://ufcstats.com/fight-details/247f9e56965a1c07,http://ufcstats.com/event-details/8215e4fe24e8e81b,12,1,Brad Tavares,Israel Adesanya,http://ufcstats.com/fighter-details/0c6d9ea8306c029e,http://ufcstats.com/fighter-details/1338e2c7480bdf9e,0 of 1,0 of 0,0,0,0,0,0:25,0:00,0,0,9 of 36,14 of 35,8 of 35,4 of 21,0 of 0,3 of 5,1 of 1,7 of 9,8 of 33,13 of 34,0 of 2,1 of 1,1 of 1,0 of 0
2018-07-06,http://ufcstats.com/fight-details/247f9e56965a1c07,http://ufcstats.com/event-details/8215e4fe24e8e81b,12,2,Brad Tavares,Israel Adesanya,http://ufcstats.com/fighter-details/0c6d9ea8306c029e,http://ufcstats.com/fighter-details/1338e2c7480bdf9e,0 of 2,0 of 1,0,0,0,0,0:13,0:12,0,0,8 of 30,25 of 49,6 of 26,13 of 34,0 of 2,5 of 7,2 of 2,7 of 8,8 of 29,24 of 46,0 of 1,1 of 3,0 of 0,0 of 0
2018-07-06,http://ufcstats.com/fight-details/247f9e56965a1c07,http://ufcstats.com/event-details/8215e4fe24e8e81b,12,3,Brad Tavares,Israel Adesanya,http://ufcstats.com/fighter-details/0c6d9ea8306c029e,http://ufcstats.com/fighter-details/1338e2c7480bdf9e,0 of 1,0 of 1,0,0,0,0,0:15,0:02,0,0,9 of 54,27 of 50,8 of 51,12 of 31,1 of 3,6 of 8,0 of 0,9 of 11,9 of 51,23 of 45,0 of 3,4 of 4,0 of 0,0 of 1
2018-07-06,http://ufcstats.com/fight-details/247f9e56965a1c07,http://ufcstats.com/event-details/8215e4fe24e8e81b,12,4,Brad Tavares,Israel Adesanya,http://ufcstats.com/fighter-details/0c6d9ea8306c029e,http://ufcstats.com/fighter-details/1338e2c7480bdf9e,1 of 2,0 of 0,0,0,0,0,1:12,0:12,0,0,8 of 28,28 of 37,8 of 27,17 of 26,0 of 1,5 of 5,0 of 0,6 of 6,6 of 26,19 of 28,1 of 1,6 of 6,1 of 1,3 of 3
2018-07-06,http://ufcstats.com/fight-details/247f9e56965a1c07,http://ufcstats.com/event-details/8215e4fe24e8e81b,12,5,Brad Tavares,Israel Adesanya,http://ufcstats.com/fighter-details/0c6d9ea8306c029e,http://ufcstats.com/fighter-details/1338e2c7480bdf9e,0 of 6,0 of 0,0,1,0,0,0:00,1:20,0,0,6 of 26,25 of 44,4 of 24,15 of 32,2 of 2,2 of 4,0 of 0,8 of 8,6 of 25,20 of 39,0 of 1,0 of 0,0 of 0,5 of 5
2018-07-06,http://ufcstats.com/fight-details/1d8e2e8e3bd28cad,http://ufcstats.com/event-details/8215e4fe24e8e81b,11,1,Michael Trizano,Joe Giannetti,http://ufcstats.com/fighter-details/5bf31a46becc1204,http://ufcstats.com/fighter-details/946db8a378903cc3,0 of 0,1 of 5,1,0,0,0,1:13,2:50,0,0,5 of 6,6 of 16,1 of 2,1 of 10,1 of 1,2 of 3,3 of 3,3 of 3,4 of 5,4 of 10,0 of 0,2 of 4,1 of 1,0 of 2
2018-07-06,http://ufcstats.com/fight-details/1d8e2e8e3bd28cad,http://ufcstats.com/event-details/8215e4fe24e8e81b,11,2,Michael Trizano,Joe Giannetti,http://ufcstats.com/fighter-details/5bf31a46becc1204,http://ufcstats.com/fighter-details/946db8a378903cc3,0 of 0,0 of 1,0,0,0,0,4:27,0:00,0,0,6 of 8,4 of 6,1 of 3,0 of 2,0 of 0,0 of 0,5 of 5,4 of 4,5 of 5,4 of 6,0 of 0,0 of 0,1 of 3,0 of 0
2018-07-06,http://ufcstats.com/fight-details/1d8e2e8e3bd28cad,http://ufcstats.com/event-details/8215e4fe24e8e81b,11,3,Michael Trizano,Joe Giannetti,http://ufcstats.com/fighter-details/5bf31a46becc1204,http://ufcstats.com/fighter-details/946db8a378903cc3,0 of 0,0 of 0,0,0,0,0,0:00,0:00,0,0,31 of 57,19 of 53,7 of 21,2 of 31,6 of 17,9 of 14,18 of 19,8 of 8,31 of 57,19 of 53,0 of 0,0 of 0,0 of 0,0 of 0
2018-07-06,http://ufcstats.com/fight-details/1901d27ea35ae733,http://ufcstats.com/event-details/8215e4fe24e8e81b,10,1,Jay Cucciniello,Brad Katona,http://ufcstats.com/fighter-details/683ea28a198936fe,http://ufcstats.com/fighter-details/7b433309b0fd12aa,0 of 1,0 of 1,0,0,0,0,0:00,0:00,0,0,9 of 33,35 of 55,5 of 26,12 of 26,3 of 6,7 of 10,1 of 1,16 of 19,9 of 31,35 of 55,0 of 2,0 of 0,0 of 0,0 of 0
2018-07-06,http://ufcstats.com/fight-details/1901d27ea35ae733,http://ufcstats.com/event-details/8215e4fe24e8e81b,10,2,Jay Cucciniello,Brad Katona,http://ufcstats.com/fighter-details/683ea28a198936fe,http://ufcstats.com/fighter-details/7b433309b0fd12aa,0 of 0,1 of 2,0,0,0,0,0:00,3:59,0,0,3 of 21,20 of 29,2 of 20,16 of 24,1 of 1,1 of 2,0 of 0,3 of 3,3 of 21,12 of 17,0 of 0,0 of 0,0 of 0,8 of 12
2018-07-06,http://ufcstats.com/fight-details/1901d27ea35ae733,http://ufcstats.com/event-details/8215e4fe24e8e81b,10,3,Jay Cucciniello,Brad Katona,http://ufcstats.com/fighter-details/683ea28a198936fe,http://ufcstats.com/fighter-details/7b433309b0fd12aa,0 of 0,1 of 4,0,0,0,0,0:00,4:19,0,0,2 of 10,16 of 27,1 of 9,14 of 24,1 of 1,0 of 1,0 of 0,2 of 2,1 of 8,3 of 9,1 of 1,0 of 0,0 of 1,13 of 18
2018-07-06,http://ufcstats.com/fight-details/674f3fa16e717ff1,http://ufcstats.com/event-details/8215e4fe24e8e81b,9,1,Alex Caceres,Martin Bravo,http://ufcstats.com/fighter-details/7aa3d6964eff4877,http://ufcstats.com/fighter-details/9c44f290f5726d95,0 of 0,2 of 5,0,0,0,0,0:03,2:19,0,0,21 of 39,18 of 49,15 of 32,12 of 37,5 of 6,4 of 6,1 of 1,2 of 6,20 of 34,12 of 37,1 of 2,3 of 4,0 of 3,3 of 8
2018-07-06,http://ufcstats.com/fight-details/674f3fa16e717ff1,http://ufcstats.com/event-details/8215e4fe24e8e81b,9,2,Alex Caceres,Martin Bravo,http://ufcstats.com/fighter-details/7aa3d6964eff4877,http://ufcstats.com/fighter-details/9c44f290f5726d95,0 of 0,0 of 2,0,0,0,0,0:39,0:24,0,0,23 of 52,23 of 79,16 of 45,18 of 70,7 of 7,2 of 4,0 of 0,3 of 5,20 of 48,21 of 74,3 of 4,2 of 5,0 of 0,0 of 0
2018-07-06,http://ufcstats.com/fight-details/674f3fa16e717ff1,http://ufcstats.com/event-details/8215e4fe24e8e81b,9,3,Alex Caceres,Martin Bravo,http://ufcstats.com/fighter-details/7aa3d6964eff4877,http://ufcstats.com/fighter-details/9c44f290f5726d95,0 of 1,1 of 2,0,0,0,0,0:02,0:57,0,0,38 of 68,37 of 108,29 of 57,31 of 97,8 of 10,4 of 7,1 of 1,2 of 4,38 of 65,33 of 99,0 of 3,2 of 7,0 of 0,2 of 2
2018-07-06,http://ufcstats.com/fight-details/7c2b219fe208c565,http://ufcstats.com/event-details/8215e4fe24e8e81b,8,1,Roxanne Modafferi,Barb Honchak,http://ufcstats.com/fighter-details/4498b382c65a7faa,http://ufcstats.com/fighter-details/472f6f6e6d962f40,1 of 1,0 of 0,0,0,0,0,2:36,0:00,0,0,21 of 65,20 of 65,20 of 64,19 of 61,1 of 1,1 of 4,0 of 0,0 of 0,17 of 61,20 of 65,0 of 0,0 of 0,4 of 4,0 of 0
2018-07-06,http://ufcstats.com/fight-details/7c2b219fe208c565,http://ufcstats.com/event-details/8215e4fe24e8e81b,8,2,Roxanne Modafferi,Barb Honchak,http://ufcstats.com/fighter-details/4498b382c65a7faa,http://ufcstats.com/fighter-details/472f6f6e6d962f40,0 of 0,0 of 1,0,0,0,0,2:47,0:00,0,0,30 of 64,4 of 15,30 of 64,4 of 15,0 of 0,0 of 0,0 of 0,0 of 0,3 of 18,4 of 15,0 of 0,0 of 0,27 of 46,0 of 0
2018-07-06,http://ufcstats.com/fight-details/760b90b0805e0fbf,http://ufcstats.com/event-details/8215e4fe24e8e81b,7,1,Alessio Di Chirico,Julian Marquez,http://ufcstats.com/fighter-details/77d7295d1b22c694,http://ufcstats.com/fighter-details/d0e1b42d41dab603,1 of 1,0 of 1,0,0,0,0,0:17,0:00,0,0,19 of 45,11 of 48,10 of 34,7 of 44,6 of 8,3 of 3,3 of 3,1 of 1,19 of 45,11 of 47,0 of 0,0 of 1,0 of 0,0 of 0
2018-07-06,http://ufcstats.com/fight-details/760b90b0805e0fbf,http://ufcstats.com/event-details/8215e4fe24e8e81b,7,2,Alessio Di Chirico,Julian Marquez,http://ufcstats.com/fighter-details/77d7295d1b22c694,http://ufcstats.com/fighter-details/d0e1b42d41dab603,2 of 3,0 of 0,0,2,0,0,2:36,0:00,0,0,9 of 28,17 of 39,6 of 23,10 of 27,3 of 4,6 of 9,0 of 1,1 of 3,7 of 19,14 of 36,1 of 2,3 of 3,1 of 7,0 of 0
2018-07-06,http://ufcstats.com/fight-details/760b90b0805e0fbf,http://ufcstats.com/event-details/8215e4fe24e8e81b,7,3,Alessio Di Chirico,Julian Marquez,http://ufcstats.com/fighter-details/77d7295d1b22c694,http://ufcstats.com/fighter-details/d0e1b42d41dab603,1 of 2,0 of 0,0,0,0,0,1:06,0:03,0,0,22 of 43,19 of 60,14 of 33,11 of 49,5 of 7,7 of 9,3 of 3,1 of 2,22 of 43,17 of 58,0 of 0,2 of 2,0 of 0,0 of 0
2018-07-06,http://ufcstats.com/fight-details/b3caae587e956f54,http://ufcstats.com/event-details/8215e4fe24e8e81b,6,1,Montana De La Rosa,Rachael Ostovich,http://ufcstats.com/fighter-details/80d8aed0ca9b00f3,http://ufcstats.com/fighter-details/01784fbc27c68b14,0 of 0,0 of 0,0,0,0,0,0:00,0:00,0,0,21 of 76,16 of 45,16 of 70,9 of 33,3 of 4,5 of 9,2 of 2,2 of 3,21 of 76,15 of 44,0 of 0,1 of 1,0 of 0,0 of 0
